"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,999,"Intex PureSpa Bubble Therapy Inflatable Hot Tub Spa",P,28402BS,,Intex,,Right,"<p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <h1 class=""MsoNormal"">Intex 75&rdquo; PureSpa Bubble Therapy Inflatable Hot Tub Spa</h1> <p class=""MsoNormal"">Introducing the PureSpa Bubble Inflatable Hot Tub from Intex &ndash; a luxurious yet affordable home spa experience perfect for family fun and relaxation, parties with pals or romantic evenings with your other half!</p> <h3 class=""MsoNormal"">A quick &amp; easy to set up, totally portable and affordably luxurious inflatable home spa experience</h3> <p class=""MsoNormal"">Featuring a robust and puncture resistant 3-ply PVC construction and fiber-tech internal wall, the Intex PureSpa Bubble Therapy Inflatable Hot Tub provides reliability, total support and comfort, features a user-friendly interface and is quick and easy to set up, so you could have your PureSpa Bubble Therapy Inflatable Hot Tub ready to go in approximately 30 minutes.</p> <p class=""MsoNormal"">Totally and conveniently portable the Intex PureSpa Bubble Therapy Inflatable Hot Tub is supplied with a tidy carry bag for even easier transportation and storage and also features 120 soothing bubble jets<span class=""st""> and an insulated cover to minimise heat loss ensuring for a luxurious hot tub spa experience every time you use it.</span></p> <h3><span class=""st"">Intex PureSpa Bubble Therapy Inflatable Hot Tub features<br /></span></h3> <ul> <li><span class=""st""> Fibre-Tech internal wall structure</span></li> <li><span class=""st"">Triple layer laminated PVC wall construction</span></li> <li><span class=""st"">Plug and Play 13amp plug</span></li> <li><span class=""st"">Proven reliability</span></li> <li><span class=""st"">Totally portable</span></li> <li><span class=""st"">Carry bag included</span></li> <li><span class=""st"">120 bubble jets</span></li> <li>Easy to set up and user-friendly interface</li> <li>Insulated cover to minimise heat loss</li> <li>Puncture resistant 3-ply laminated material</li> <li>30 minutes set up time</li> </ul> <p><iframe src=""http://www.youtube.com/embed/hNw0V8l50kk"" width=""524"" height=""431"" frameborder=""0""></iframe></p>",549.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Currently out of stock",none,0,0,"Swimming Pool;Swimming Pool/Pools & Spas/Spas",3001,c/411/intex_purespa_bubble_hot_tub_with_people__93026.jpg,"Intex PureSpa Bubble Therapy Inflatable Hot Tub Spa",Y,0,3030,v/888/intexpurespa1__59260.jpg,"Intex Pure Spa",N,1,3029,n/982/intexpurespa4__03676.jpg,,N,2,2996,i/940/big_928__03281.jpg,"Puncture resistant 3-ply construction and fiber-tech interior for comfort, support & resilience.",N,3,2999,y/462/intexpurespa2__03592.jpg,,N,4,2998,s/386/jets__50125.jpg,"120 bubble jets",N,5,2997,s/492/carry_bag__15961.jpg,"Totally portable with carry bag supplied",N,6,2994,w/876/interface__54790.jpg,"User friendly interface",N,7,3027,z/430/intexpurespa6__70375.jpg,,N,8,3028,g/556/intexpurespa5__77098.jpg,,N,9,"PureSpa, Bubble, Therapy, Inflatable, Hot Tub, Spa, pure, ","Intex 75” PureSpa Bubble Therapy Inflatable Hot Tub Spa","Intex, PureSpa, pure, Bubble, Therapy, Inflatable, Hot, Tub, Spa,","The Intex PureSpa Bubble Therapy Inflatable Hot Tub is an affordable and luxurious home hot tub experience sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",078257284223,N,/swimming-pools/intex-purespa-bubble-therapy-inflatable-hot-tub-spa/,,078257284223,28402BS,,"""Dimensions=191cm dia. x 71cm deep"";""Capacity=795 Litres"";""Suitable for=4 Persons"";""Weight (kg)=45"";""Total Jets=120"";""Air Jets=120"";""Blower (HP)=0.9"";""Heater (kW)=2.2"";Amps=13;""Internal Construction=48 Fiber-Tech beams"";""Flow rate=1514 litres per hour"";""Temperature range=20°C to 40°C"";""Temperature rise=1.5-2.5°C"";""Inner diameter=147cm"";""Material=laminate pvc"";Gauge=0.84mm"
Product,1000,"Solar Panel Mounting Brackets",P,Solar-Mounts,,JLS,"Solar Panel Mounts",Right,"<h1>Solar Panel Mount Brackets</h1> <p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <p>These solar panel brackets can be used with aluminium frame solar panels providing a stable fixing for caravan and marine applications. Both the corner and side mounts raise the solar panels to the ideal height above the surface of the vehicle providing ventilation below and highest efficiency possible.</p> <h2>The perfect fixing method for caravans and boats (no need to drill holes)</h2> <p>Solar panel glue mounted brackets are the ideal way to fix solar panels onto the roof or deck of motorhomes, caravans and boats. The mounts can be safely bonded to the surface ideally with Sikaflex 221. Acting as wind deflectors they maintain the gap between the solar panel &amp; the roof top or deck. The corner mounts are sold as a set of four with the side brackets available as a pair.</p> <h2>Specifications</h2> <ul> <li>Dimensions:</li> <ul> <li>Corners - 150mm x 150mm x 65mm</li> <li>Side - 180mm x 120mm x 60mm</li> </ul> <li>For aluminium framed solar panels</li> <li>Larger panels 80w and above require additional side mounting brackets</li> <li>Available in Black or White ABS plastic</li> <li>Recommended adhesive Sikaflex 221</li> </ul> <h2>Installation</h2> <p>The brackets are screwed or bolted to the solar unit using stainless steel self-tapping screws. Once the brackets are attached to the panel its ready to be glued to the roof surface or deck using Sikaflex 221, other glues may not be strong or weather proof enough.&nbsp;</p>",15.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Solar Panel Mounts In stock and sent on a next working day delivery",none,120,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Solar/Solar Controllers;Caravan, Campervan & Motorhome/Solar/Fixing Kits & Cable Entry Glands",18423,o/193/Solar-mount-brackets__27276.jpg,"Solar Panel Mounting Brackets",Y,0,3004,h/514/corners__68699.jpg,"Solar Panel corner mounts (adhesive type)",N,1,18420,x/381/Black-corner-mounts-s__57298.jpg,"Solar Panel Corner Mount Black - TP-ABS-001",N,2,18421,y/943/Corner-Solar-Mounts-White__07142.jpg,"Solar Panel Corner Mount White - TP-ABS-002",N,3,18422,p/039/Side-mount-white-s__81551.jpg,"Solar Panel Side Mounts White - TP-ABS-008",N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"solar, fittings, corner, side, mounts, TP-ABS-001, TP-ABS-002, TP-ABS-007, TP-ABS-008,  ","Solar Panel corner and side mounts for caravans and motorhomes","solar, fittings, corner, side, mounts, TP-ABS-001, TP-ABS-002, TP-ABS-007, TP-ABS-008,  ","Solar Panel mounts, side, corner, brackets,  ",,,,New,N,N,,N,,,20,"Default Tax Class",,N,/caravan-campervan-motorhome/solar-panel-mounting-brackets/,,,,,fbt-product=https://www.jacksonsleisure.com/caravan-motorhome/sikaflex-221-caravan-boat-sealant-adhesive-300ml/
"  SKU",7750,"[S]Choose Colour=Corner Mounts - Black",,TP-ABS-001,,,,,,27.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7751,"[S]Choose Colour=Corner Mounts - White",,TP-ABS-002,,,,,,27.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7752,"[S]Choose Colour=Side Mounts - White",,TP-ABS-008,,,,,,15.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7753,"[S]Choose Colour=Side Mounts - Black",,TP-ABS-007,,,,,,15.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",12774,,,TP-ABS-001,,,,,,[FIXED]27.95,,,,,,,,,,,Y,Y,,,,,,,12774_source_1684159026.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12775,,,TP-ABS-002,,,,,,[FIXED]27.95,,,,,,,,,,,Y,Y,,,,,,,12775_source_1684159162.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12776,,,TP-ABS-008,,,,,,[FIXED]15.95,,,,,,,,,,,Y,Y,,,,,,,12776_source_1684165456.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",12777,,,TP-ABS-007,,,,,,[FIXED]15.95,,,,,,,,,,,Y,Y,,,,,,,12777_source_1684165688.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1001,"Solar Panel Short Side Adhesive Mounts",P,JLS08003BS05,,,,Right,"<h1>Solar Panel Short Side Adhesive Mounts</h1> <p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <p>Short side adhesive mounts used along with corner mounts for fitting solar modules to caravan&rsquo;s motorhomes and boats avoiding the use of screws.&nbsp; For further information please click on the link for corner adhesive solar mounts in the right hand column of this page.</p>",27.99,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"Solar Short Side Adhesive Mounts In stock and sent on a next working day delivery",none,0,0,"Caravan, Campervan & Motorhome/Solar/Fixing Kits & Cable Entry Glands",3006,c/168/side__66857.jpg,"Solar Panel Short Side Adhesive Mounts",Y,0,3007,w/812/side_dims__12236.jpg,"Solar Panel Short Side Glue Mounts Dimensions",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"solar, fittings, solar side mounts, glue, adhesive,","Solar Panel Short Side Adhesive Mounts","solar panel side mounts,","Solar Panel side mounts (adhesive type) SENT NEXT WORKING DAY",,,,New,N,N,,N,,,20,"Default Tax Class",,N,/caravan-motorhome/solar-panel-short-side-adhesive-mounts/,,,,,
Product,1002,"Single Cable Gland for Solar Panels - Campervan & Caravan",P,38508,,JLS,,Right,"<h1>Single Cable Gland for Solar Panels - Campervan &amp; Caravan</h1> <h2>Watertight cable entry point for solar panels</h2> <p>This cable gland provides a waterproof entry point for connecting your solar panel to your campervan, caravan, motorhome or boat's power system. This gland housing can be fitted with an adhesive such as Sikaflex.</p> <p>part no.&nbsp;<a>38508</a></p>",9.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,,"by product",47,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Solar/Solar Controllers;Caravan, Campervan & Motorhome/Solar/Fixing Kits & Cable Entry Glands",13255,t/109/single-gland__74236.jpg,"Single cable gland for solar panels",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"solar, fittings, electrical, STMP011, 38508",,"Single Cable Gland for Solar Panels, solar, fittings, electrical, STMP011, 38508",,,,,New,N,N,,N,,,20,"Default Tax Class",38508,N,/caravan-campervan-motorhome/single-cable-gland-for-solar-panels-campervan-caravan/,,38508,38508,,Dimensions=130x92x37mm
Product,1003,"Sikaflex-252 High-Strength Adhesive - 300ml",P,,,JLS,"SikaFlex Colour",Right,"<h1>&nbsp;</h1> <div> <h1>Sikaflex-252 High-Strength Adhesive</h1> <h2>Versatile Sealant &amp; Adhesive for Campervan, Caravan &amp; Motorhome</h2> <p>Sikaflex-252 is a heavy-duty polyurethane adhesive engineered for high-strength structural bonding in campervans, caravans, and motorhomes. Its exceptional vibration-resistant formula makes it ideal for securing solar panels, skylights, roof lights, awnings, bike racks, and other essential fittings. Whether installing external accessories or reinforcing vehicle structures, Sikaflex-252 provides a robust and flexible bond that withstands movement, impact, and harsh weather conditions.</p> <ul> <li>High-strength adhesive for solar panels, skylights, roof lights, awnings &amp; bike racks</li> <li>Ideal for structural bonding in vehicle conversions &amp; repairs</li> <li>Strong vibration and impact resistance for long-term durability</li> <li>Bonds metals, plastics, composites, and more</li> <li>Weatherproof and perfect for outdoor use</li> </ul> </div> <div>&nbsp;</div> <div>&nbsp;</div>",19.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,Y,"Sikaflex 252 - Out of stock","by option",2147483647,0,"Caravan, Campervan & Motorhome/Solar;Caravan, Campervan & Motorhome",6874,k/838/sika-252__71207.jpg,"Sikaflex 252 Caravan Solar Panel adhesive 300ml",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sikaflex 252,mastic","Sikaflex 252 Caravan Solar Panel Sealent bonding adhesive 300ml","Sikaflex 252,","Sikaflex 252 solar panel bonding adhesive",,,,New,N,N,,N,,,20,"Default Tax Class",,N,/caravan-campervan-motorhome/sikaflex-252-high-strength-adhesive-300ml/,,,,,
"  SKU",2335,[CS]Colour=Black:#000000,,SK252-Black,,,,,,,0.00,,,,N,,,,,,,,,,2147483642,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",2336,[CS]Colour=White:#ffffff,,SK252-White,,,,,,,0.00,,,,N,,,,,,,,,,2147483636,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product,1004,"Relax Above Ground Swimming Pool Chemical Starter Kit",P,RCH063,,Relax,,Right,"<h1>Above Ground Pool Chemical Starter Kit</h1> <h2>Included</h2> <ul class=""alt""> <li class=""first-child"">1kg Stabilised Chlorine Granules</li> <li class=""first-child"">1.5kg pH Minus</li> <li class=""first-child"">1kg pH Plus</li> <li class=""first-child"">0.5 Litre Concentrated Algicide</li> <li class=""first-child"">pH and Chlorine test strips</li> <li class=""first-child"">Instruction Guide to operating above ground swimming pools</li> </ul> <h2>Why do I need pool chemicals? Check out the video below</h2> <p>If you've got an Intex or Bestway pool it won't stay clean and clear with just the filter pump, all pools need the combination of chemicals and filtration; you can't have one without the other.&nbsp; In simple terms the chlorine kills the bacteria and the filter takes it out.</p> <p>&nbsp;</p> <p><!-- mceItemMediaService_youtube:{&quot;id&quot;:&quot;ZXgSHOYg3wU&quot;,&quot;width&quot;:440,&quot;height&quot;:330} --><!-- do not directly edit this HTML, it will be overwritten by the mediaservice plugin --><iframe width=""440"" height=""330"" src=""//www.youtube.com/embed/ZXgSHOYg3wU?fs=1"" frameborder=""0"" allowfullscreen></iframe><!-- /mceItemMediaService --></p>",37.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Out of Stock",none,0,0,"Swimming Pool;Swimming Pool/Swimming Pool Maintenance /Chemicals",3011,w/963/starter_kit__20693.jpg,"Large Above Ground Swimming Pool Chemical Starter Kit",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"swimming pool chemicals,","Large Swimming Pool Chemical Starter Kit","Swimming, Pool, Chemical, Starter, Kit,","Large Swimming Pool Chemical Starter Kit SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/swimming-pools/relax-above-ground-swimming-pool-chemical-starter-kit/,,,,,
Product,1005,"Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub Spa",P,28422,,Intex,,Right,"<p><!--[if gte mso 9]><xml>  <w:WordDocument>   <w:View>Normal</w:View>   <w:Zoom>0</w:Zoom>   <w:PunctuationKerning/>   <w:ValidateAgainstSchemas/>   <w:SaveIfXMLInvalid>false</w:SaveIfXMLInvalid>   <w:IgnoreMixedContent>false</w:IgnoreMixedContent>   <w:AlwaysShowPlaceholderText>false</w:AlwaysShowPlaceholderText>   <w:Compatibility>    <w:BreakWrappedTables/>    <w:SnapToGridInCell/>    <w:WrapTextWithPunct/>    <w:UseAsianBreakRules/>    <w:DontGrowAutofit/>   </w:Compatibility>   <w:BrowserLevel>MicrosoftInternetExplorer4</w:BrowserLevel>  </w:WordDocument> </xml><![endif]--></p> <p><!--[if gte mso 9]><xml>  <w:LatentStyles DefLockedState=""false"" LatentStyleCount=""156"">  </w:LatentStyles> </xml><![endif]--><!--[if gte mso 10]> <style>  /* Style Definitions */  table.MsoNormalTable 	{mso-style-name:""Table Normal""; 	mso-tstyle-rowband-size:0; 	mso-tstyle-colband-size:0; 	mso-style-noshow:yes; 	mso-style-parent:""""; 	mso-padding-alt:0cm 5.4pt 0cm 5.4pt; 	mso-para-margin:0cm; 	mso-para-margin-bottom:.0001pt; 	mso-pagination:widow-orphan; 	font-size:10.0pt; 	font-family:""Times New Roman""; 	mso-ansi-language:#0400; 	mso-fareast-language:#0400; 	mso-bidi-language:#0400;} </style> <![endif]--></p> <h1>Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub Spa</h1> <p>With a generous size capable of comfortably seating up to four people, the Intex PureSpa Jet Massage Inflatable Hot Tub combines luxurious hot water relaxation with a therapeutic and invigorating massage.</p> <h3>A luxurious yet affordable home spa experience featuring powerful hydrotherapy massage jets</h3> <p>Featuring four high powered massage jets (positioned in the interior side walls) which provide top quality hydrotherapy massage, the Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub is a portable spa with an easily adjustable heating system and easy to use control panel.</p> <p>Quick and easy to set up, the Intex PureSpa Jet Massage Inflatable Hot Tub Spa can be ready to use in approximately 30 minutes, and with it&rsquo;s puncture resistant 3-ply laminated construction the Intex PureSpa Jet Massage Inflatable Hot Tub is robust and sturdy for reliable enjoyment.</p> <h3>Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub features</h3> <ul> <li><span class=""st""> Fibre-Tech internal wall structure</span></li> <li><span class=""st"">Triple layer laminated PVC wall construction</span></li> <li><span class=""st"">Plug and Play 13amp plug</span></li> <li><span class=""st"">Proven reliability</span></li> <li><span class=""st"">Totally portable</span></li> <li><span class=""st"">Carry bag included</span></li> <li>Easy to set up and user-friendly interface</li> <li>Insulated cover to minimise heat loss</li> <li>Puncture resistant 3-ply laminated material</li> <li>30 minutes set up time</li> </ul> <p>&nbsp;<iframe src=""http://www.youtube.com/embed/eTOPEfD6OCk"" width=""509"" height=""419"" frameborder=""0""></iframe></p>",795.00,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Currently out of stock",none,0,0,"Swimming Pool;Swimming Pool/Pools & Spas/Spas",3018,v/230/JET_MASSAGE_1__18683.jpg,"Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub Spa",Y,0,3016,w/245/JET_MASSAGE_BUBBLES__62913.jpg,"Intex PureSpa Jet Enough space to comfortably seat 4 people",N,1,3013,s/526/JET_MASSAGE_INTERFACE__73951.jpg,"Intex PureSpa Deluxe Jet easy to use control panel",N,2,3020,t/009/JET_MASSAGE_JET__10702.jpg,"Featuring 4 powerful hydrotherapy jets for an invigorating massage ",N,3,3015,p/378/JET_MASSAGE_HANDLE__42785.jpg,,N,4,3019,g/714/JET_MASSAGE_SCENE_2__17876.jpg,"Sturdy, fiber-tech construction",N,5,3021,p/731/JET_MASSAGE_SCENE__96468.jpg,"Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub Spa (28422)",N,6,3014,z/098/3_PLY_JET__00099.jpg,"Puncture proof 3-ply build",N,7,3017,a/565/JET_MASSAGE_2__23866.jpg,"Intex PureSpa Deluxe Jet (girls not included) 28422",N,8,,,,,,"PureSpa, pure, spa, Deluxe, Jet, Massage, Inflatable, Hot Tub,","Intex PureSpa Deluxe Jet Massage Inflatable Hot Tub Hydrotherapy Spa","intex, purespa, deluxe, jet, massage, inflatable, hot, tub, spa, hydrotherapy, ","The Intex PureSpa Bubble Therapy Inflatable Hot Tub is an affordable, luxurious home hot tub experience with hyrdotherapy jets sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",078257284221,N,/swimming-pools/intex-purespa-deluxe-jet-massage-inflatable-hot-tub-spa/,,078257284221,28422,,"""Dimensions=191cm dia. x 71cm deep"";""Capacity=795 Litres"";""Suitable for=4 Persons"";""Weight (kg)=45"";""Total Jets=4"";""Luxury Swirl Jets=4"";""Blower (HP)=0.9"";""Heater (kW)=2.2"";Amps=13;""Internal Construction=48 Fiber-Tech beams"";""Flow rate=1514 litres per hour"";""Temperature range=20°C to 40°C"";""Temperature rise=1.5-2.5°C"";""Inner diameter=147cm"";""Material=laminate pvc"";Gauge=0.84mm"
