"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
"  SKU",540,"[S]Optional Tap=Hot & Cold Mixer Tap",,8005-8002MIX,,,,,,319.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",541,"[S]Optional Tap=Cold Tap",,8005-8002CLD,,,,,,319.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1215,"[S]Optional Tap=None",,8005-8002COM,,,,,,289.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7194,,,8005-8002CLD,,,,,,[FIXED]319.95,,,,,,,,,,,Y,Y,,,,,,,7194_source_1678975151.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",7195,,,8005-8002MIX,,,,,,[FIXED]319.95,,,,,,,,,,,Y,Y,,,,,,,7195_source_1678975140.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",11566,,,8005-8002COM,,,,,,[FIXED]289.95,,,,,,,,,,,Y,Y,,,,,,,11566_source_1678975159.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1110,"Vision Plus Telescopic 4 Section Mast",P,09-6014,,"Vision Plus",,Right,"<h1>Vision Plus Telescopic 4 Section Mast</h1> <p>The Vision Plus Telescopic 4 Section Mast is a versatile antenna mast that can be used on the Vision Plus range of IMAGE antennas, or any antennae with a 25mm receptor.</p> <p>It neatly collapses to 1.1 metres in length, whilst extending to 3.5mtrs</p> <p>Perfect for use with the IMAGE 420 antenna and a Uni Bracket on your motorhome, or a Jockey wheel bracket on your caravan.</p> <p>&nbsp;</p> <p>&nbsp;</p> <h3>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</h3>",32.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,Y,"Sent on a next working day carrier!","by product",981,0,"Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Aerials & Satellite Dishes;Caravan, Campervan & Motorhome",3295,u/538/vision_plus_telescopic_mast__88813.jpg,"Telescopic 4 Section Aerial Antenna Mast",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vision Plus Telescopic 4 Section Aerial Antenna Mast for caravans and mortorhome TV's","Vision Plus, Telescopic, Mast, pole, aerial, antenna, ",,,,,New,N,N,,N,,,0,"Default Tax Class",5029833960140,N,/caravan-motorhome/vision-plus-telescopic-4-section-mast/,,,VP-TELEMAST,,
Product,1111,"Vision Plus Uni-Bracket and Plate",P,09-6080,,"Vision Plus",,Right,"<h1>Vision Plus Uni-Bracket and Plate</h1> <p>This durable and versatile bracket can be clamped to a number of different profiles on your vehicle, including a bike rack, or an awning rail etc, in fact, any profile from 1mm to 35mm in depth.</p> <p>The supplied self adhesive backplate can be permanently affixed to any smooth, vertical panel on your vehicle, and the bracket and mast of your choice, can be easily and quickly fitted or removed.</p> <p>The Uni-Bracket can be used with any mast/pole of 25mm diameter, but we recommend the <em>Vision Plus Telescopic Mast</em>, with a <em>Vision Plus Image 420 antenna</em></p> <h3>&nbsp;</h3>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent with a Next Working Day courier service!",none,0,0,"Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Aerials & Satellite Dishes;Caravan, Campervan & Motorhome",3297,p/918/Uni_Bracket_Plate__21340.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New,N,N,,N,,,0,"Default Tax Class",5023855018308,N,/caravan-motorhome/vision-plus-uni-bracket-and-plate/,,,,,
Product,1112,"Thetford C200 CWE Caravan Motorhome Cassette Toilet",P,2356980,,Thetford,,Right,"<h1>Thetford C200 CWE Caravan Motorhome Cassette Toilet</h1> <p>Featuring an accommodating size and convenient design, the Thetford C200 CWE Cassette Toilet features an easy to use electric flush from it's inbuilt water tank. It is designed for use in caravans and motorhomes that don&rsquo;t have, or want to use an onboard water tank for flushing purposes.</p> <h3>Designed for Convenience &amp; Easy Installation</h3> <p>The Thetford C200 CWE Caravan Cassette Toilet is also designed for easy installation, particularly into areas were space might be limited, and can be installed against the an outside side or rear wall of your caravan or motorhome. Installation can also be made against an internal wall, provided there is level access on the other side to remove the waste tank. The Thetford C200 CWE Caravan and Motorhome Cassette Toilet also has a swivelling bowl (adjustable to 180 degrees) for additional space efficiency, making it even easier to adjust for an easy install into tricky areas or where space is tight.</p> <h3>Thetford C200 CWE Caravan Motorhome Cassette Toilet features</h3> <ul> <li>Finish: White</li> <li>Flush: Electric</li> <li>Integrated pour-out-spout: Yes</li> <li>Integrated flush water tank: Yes</li> <li>Separate toilet tissue storage compartment: No</li> <li>Access door available separately</li> <li>Waste tank capacity: 17L</li> <li>Flush water tank capacity: 7L</li> </ul>",369.95,0.00,0.00,0.00,0.0000,N,,2.0100,0.0000,0.0000,0.0000,N,N,"Discontinued, please see the new C224CW for the nearest replacement",none,0,0,"Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets;Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets/Cassette Toilets;Caravan, Campervan & Motorhome",3303,s/150/Thetford_C200_CWE__38724.jpg,"Thetford C200 CWE Electric Cassette Toilet",Y,0,3304,p/387/c200cw__30069.jpg,"Thetford C200 CWE Electric Cassette Toilet Dimensions",N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C200 CWE, C200CWE, C200, Cassette, Toilet, 2356980, electric, flush, ","Thetford C200 CWE Caravan & Motorhome Electric Flush Cassette Toilet","Thetford, C200CWE, C200, CWE, electric, flush, caravan, motorhome, cassette, toilet, ","The Thetford C200CWE Caravan & Motorhome Electric Flush Cassette Toilet is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,-10,"Default Tax Class",8710315011111,N,/caravan-motorhome/thetford-c200-cwe-caravan-motorhome-cassette-toilet/,,,2356980,,"""Dimensions h x w x d (mm)=728 x 353 x 580"";""Seating height (mm)=460"";Colour=White;""Flushing system=Electric"";""Capacity of waste-holding tank=17 L"";""Capacity of flush-water tank=8.3 L"";""Waste-holding tank on wheels=No"";""Removable mechanism=No"";""Ceramic bowl=No"";""Net weight=7.6kg"""
Product,1113,"Lumo LED18 Caravan StripLite Replacement Light",P,F2662,,Lumo,,Right,"<h1>Lumo LED18 Caravan StripLite Replacement Light</h1> <p>Combining function with style, the Lumo LED18 Caravan StripLite Replacement Light is an energy efficient replacement lighting option which is ideal for use as an under-counter striplight.</p> <p>With an exceptionally long lifespan, low power consumption and vibration resistance make the 18 bright LED&rsquo;s in the Lumo LED18 Caravan StripLite Replacement Light ideal for use caravans and motorhomes, providing durability with a sleek finish.</p> <h3>Lumo LED18 Caravan StripLite Replacement Light features</h3> <ul> <li>Wattage: 2W lED</li> <li>Voltage: 10-14V dc only</li> <li>Consumption: &lt;250mA</li> <li>Lamp: 18 white LEDs</li> <li>Light output: &gt;40Lm</li> <li>Construction: Aluminium and plastic</li> <li>Approvals: CE</li> </ul> <h3>Lumo LED18 Caravan StripLite Replacement Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""24-strip-dim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/24-strip-dim.jpg"" alt=""24-strip-dim.jpg"" width=""506"" height=""257"" /></p>",29.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"Currently out of stock!","by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3615,s/969/lumo_222__48608.jpg,"Lumo LED18 Caravan StripLite Replacement Light (F2662)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumo, LED18, led, 18, StripLite, strip, light, lite, Replacement, f2662,"," Lumo LED18 Caravan & Motorhome StripLite Replacement LED Light "," Lumo, LED18, Caravan, Motorhome, StripLite, Replacement, LED, Light, ","The LED18 Caravan & Motorhome StripLite Replacement LED Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led18-caravan-striplite-replacement-light/,,,018000,,"""Wattage=2W LED"";""Voltage=10-14V dc only"";Consumption=<250mA;""Lamp=18 white LEDs"";""Light output=>40Lm"";""Construction=Aluminium and plastic"";Colour=Satin"
Product,1114,"Lumo RotaLite Caravan Replacement LED Light",P,F2689,,Lumo,,Right,"<h1>Lumo RotaLite Caravan Replacement LED Light</h1> <p>Combining elegance with innovation, the Lumo RotaLite Caravan Replacement LED Light features a rotating LED barrel which allows for you to direct the light source easily into whichever area it&rsquo;s most needed and features a stylishly slim finish.</p> <p>Ideal for under-shelf fitting and incredibly hard wearing, the Lumo RotaLite Caravan Replacement LED Light also features an extremely low power consumption, vibration resistance and an overall efficient design making it perfect for use in caravans and motorhomes. &nbsp;</p> <h3>Lumo RotaLite Caravan Replacement LED Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" title=""rotadim.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/rotadim.jpg"" alt=""rotadim.jpg"" width=""515"" height=""236"" /></p>",32.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,#Discontinued.,none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3514,h/692/LED24_Rotalite__19754.jpg,"Lumo RotaLite Caravan Campervan Light",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumo, LED24, RotaLite, rota, rotating, lite, Replacement, LED, Light,","Lumo RotaLite Caravan Replacement LED Light","Lumo, LED18, RotaLite, Caravan, Motorhome, Replacement, LED, Light, rota, lite,","The Lumo LED18 RotaLite Caravan & Motorhome Replacement LED Light features features a rotating LED barrel, an extremely low power consumption, vibration resistance and an overall efficient design. ",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-rotalite-caravan-replacement-led-light/,,,F2689,,"""Wattage=2W LED"";""Voltage=10-14V dc only"";Consumption=<250mA;""Lamp=1W white LEDs"";""Light output=>40Lm"";""Construction=Plastic body"";Colour=Grey"
Product,1115,"Lumo LED18 Rotalite Mini LED Replacement Light",P,F2663,,Lumo,,Right,"<h1>Lumo LED18 Rotalite Mini LED Replacement Light</h1> <p>The innovative Lumo LED18 RotaLite Mini LED Replacement Light is a switch-operated caravan light unit combining energy efficiency and style with a high quality design.</p> <p>For complete convenience the Lumo LED18 RotaLite Mini LED Replacement Light features a rotating LED barrel which allows for light from its 18 LED chips, to be easily directed into areas where it's most needed and is perfect for under-shelf fitting and general lighting with a low consumption of only 2.4W.</p> <h3 style=""text-align: left;"">Lumo LED18 Rotalite Mini LED Replacement Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""20-rota-min-dim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/20-rota-min-dim.jpg"" alt=""20-rota-min-dim.jpg"" width=""588"" height=""254"" /></p>",27.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"This item is no longer available","by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3617,f/167/lumo_mini__36019.jpg,"Luma LED20 Rotalite Mini LED Replacement Light (017999)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luma, LED18, Rotalite, Mini, LED, Replacement, Light, 017999, led, 18, ","Luma LED18 RotaLite Mini LED Caravan & Motorhome Replacement Light","Luma, LED18, Rotalite, Mini, LED, Replacement, Light, caravan, motorhome, Rota, Lite, ","The Luma LED18 RotaLite Mini LED Caravan & Motorhome Replacement Light is in stock & sent on a Next Working Day delivery as standard.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led18-rotalite-mini-led-replacement-light/,,,017999,,"Mounting=Surface;""IP Rating=IP20"";Wattage=2.4W;""Operating Voltage=9-15v"";""Reverse Polarity=Yes"""
Product,1116,"Lumo LED01 EcoSpot Caravan LED Spot Light",P,F2574,,Lumo,"Lumo LED 01 Eco Colour Options",Right,"<h1>Lumo LED01 EcoSpot Caravan LED Spot Light</h1> <p>Designed to provide stylish, fully adjustable lighting in caravans and motorhomes, the Lumo LED01 EcoSpot Caravan LED Spot Light is a switch operated metal spot light with a powerful pure white tone beam and energy efficient long lifespan.</p> <p>The Lumo LED01 EcoSpot Caravan LED Spot Light is suitable for surface or recess mounting.</p> <h3>Lumo LED01 EcoSpot Caravan LED Spot Light Features</h3> <ul> <li>High power LED spotlights</li> <li>Energy efficient</li> <li>Reduction in heat</li> <li>Surface and recess mounting</li> <li>Long life &ndash; up to 30,000 hours</li> <li>Fully adjustable</li> <li>Switched</li> </ul> <h3>Lumo LED01 EcoSpot Caravan LED Spot Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""eco01.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/eco01.jpg"" alt=""eco01.jpg"" width=""322"" height=""412"" /></p>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"Sent on a next working day delivery","by option",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3497,i/902/LED01_Eco_spotlight__82334.jpg,"Lumo LED01 EcoSpot Caravan LED Spot Light (017984)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumo, LED01, EcoSpot, eco, spot, LED, Spotlight, Light, 017984,","Lumo LED01 EcoSpot Caravan Motorhome LED Adjustable Spot Light","Lumo, LED01, EcoSpot, Caravan, Motorhome, LED, Spot, Light, Eco, 017984, adjustable, ","The Lumo LED01 EcoSpot Caravan LED Adjustable Spot Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-ecospot-caravan-led-spot-light/,,,F2574,,
"  SKU",5051,"[S]Colour=Pure White",,F2574-PW,,,,,,14.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",5501,"[S]Colour=Warm White",,F2574-WW,,,,,,14.95,0.00,,,,N,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",7147,,,F2574-PW,,,,,,[FIXED]14.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",8170,,,F2574-WW,,,,,,[FIXED]14.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1124,"Lumo LED01 FlexSpot Mini Caravan Spot Light",P,,,Lumo,"Lumo Led01 flexspot mini",Right,"<h1>Lumo LED01 FlexSpot Mini Caravan Spot Light</h1> <p>A stylishly designed, switch operated and fully adjustable spot light, the Lumo LED01 FlexSpot Mini Caravan Spot Light features a powerful beam, 80mm flexible neck and provides a convenient, sophisticated and durable lighting solution for motorhomes and caravans.</p> <h3>Lumo LED01 FlexSpot Mini Caravan Spot Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""led01-flexspot-mini.jpg"" src=""https://cdn2.bigcommerce.com/server1100/fkhd5nhp/product_images/uploaded_images/led01-flexspot-mini.jpg"" alt=""led01-flexspot-mini.jpg"" width=""482"" height=""147"" /></p>",18.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,,"by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3499,c/969/led01_flexlight__44024.jpg,"Lumo LED01 FlexSpot Mini Caravan Spot Light (F2566)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED01, LED 01, 01. LED, FlexSpot, flex, Mini, Spot, Light, F2566,","Lumo LED01 FlexSpot Mini Caravan & Motorhome Spot Light","Lumo, LED01, FlexSpot, Mini, Caravan, Motorhome, Spot, Light, F2566,","The Lumo LED01 FlexSpot Mini Caravan & Motorhome Spot Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-flexspot-mini-caravan-spot-light/,,,F2566,,"""Running Voltage=9-15v"";mA=0.130;Wattage=1.5w;""Lamp Colour=6000"";""Light output=601lm"";""Finish=Brushed Nickel"""
"  SKU",5824,"[RB]Light colour tone=Pure white",,F2563,,,,,,18.95,0.00,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F2563,,
"  Rule",14077,,,F2563,,,,,,[FIXED]18.95,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1125,"Lumo Dora MR11 LED Motorhome Caravan Spot Light",P,F2512,,Lumo,,Right,"<h1>Lumo Dora MR11 SpotLite Motorhome Caravan Spot Light</h1> <p>The Lumo Dora MR11 SpotLite is an elegant motorhome and caravan spot light with a brushed nickel finish and switched base. Featuring an MR11 lamp and contemporary design, the Lumo Dora MR11 SpotLite Motorhome and Caravan Spot Light is also fully adjustable and easy to install.</p> <p><strong><span style=""color: #ff0000;"">** please Note the image shows a halogen bulb these lights are supplied with a LED bulb **</span></strong></p> <h3>Lumo Dora MR11 SpotLite Motorhome &amp; Caravan Spot Light features</h3> <ul> <li>LED spot light</li> <li>Attractive modern design</li> <li>Designed for MR11 lamp</li> <li>Brushed nickel finish</li> <li>Fully adjustable</li> <li>Switched base</li> <li>Ideal for all leisure vehicles</li> <li>Easy installation</li> </ul> <h3>Lumo Dora MR11 SpotLite Motorhome &amp; Caravan Spot Light Dimensions (mm)</h3> <p>60mm Diameter</p> <p>Screw locations 40mm apart</p> <p>102mm Height</p>",17.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"Sent on a Next Working Day delivery!","by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",7562,z/242/lumo-dora__63001.JPG,,Y,0,5890,g/661/dora__70693.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dora, MR11, MR, 11, SpotLite, Spot, Light, F2512,","Lumo Dora MR11 SpotLite Motorhome Caravan Spot Light (F2512)","Lumo, Dora, MR11, SpotLite, Motorhome, Caravan, Spot, Light, F2512,","The Lumo Dora MR11 SpotLite Motorhome Caravan Spot Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-dora-mr11-led-motorhome-caravan-spot-light/,,,F2512,,"Wattage=0.8W;""Running Voltage=9-13.5v"";""Nominal Consumption=40m A"";""Lamp Light Output=33lm"";Construction=Steel"
Product,1126,"Lumo LED01 Lily SpotLite Motorhome Spot Light",P,F2527,,Lumo,,Right,"<h1>Lumo LED01 Lily SpotLite Motorhome Spot Light</h1> <p>Fully adjustable, stylish and switch operated the Lumo LED01 Lily SpotLite Motorhome Spot Light is suitable for recess or surface mounting in motorhomes and caravans. Energy efficient and featuring a powerful cool beam, the Lumo LED01 Lily SpotLite Motorhome Spot Light is a convenient spot light with a long LED light lifespan.</p> <h3>Lumo LED01 Lily SpotLite Motorhome Spot Light features</h3> <ul> <li>High power LED spotlights</li> <li>Energy efficient</li> <li>Reduction in heat</li> <li>Surface and recess mounting</li> <li>Long life &ndash; up to 30,000 hours</li> <li>Fully adjustable</li> <li>Switched</li> </ul> <h3>Lumo LED01 Lily SpotLite Motorhome Spot Light Dimensions</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""lily-01.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/lily-01.jpg"" alt=""lily-01.jpg"" width=""269"" height=""403"" /></p>",23.95,0.00,23.95,15.95,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a Next Working Day delivery!","by product",13,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3496,b/138/LED01_Lily__59592.jpg,"Lumo LED01 Lily SpotLite Motorhome Spot Light (F2527)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED01, led, 01, Lily, SpotLite, Spot, Light, F2527,","Lumo LED01 Lily SpotLite Caravan & Motorhome Spot Light (F2527)","Lumo, LED01, Lily, SpotLite, Motorhome, caravan, Spot, Light, F2527, LED, ","The Lumo LED01 Lily SpotLite Caravan & Motorhome Spot Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-lily-spotlite-motorhome-spot-light/,,,F2527,,"""Running Voltage=9-15v"";""Nominal Consumption=1.5W"";""Lamp Colour=6000k (Pure White)"";""Lamp Output=55-60lm"";""Construction (Spot Head)=Aluminium"";""Construction (Column & Base)=Steel"""
